from,to,datetime_stamp,call_duration,status,source_department,destination_department,call_type,rate_per_min,cost
423,339,2026-07-24 09:06:29,0,engaged,Manufacturing,Marketing,Internal,0.5,0.0
471,340,2026-06-09 05:35:36,0,notpickedup,IT,IT,Internal,0.5,0.0
316,479,2026-03-03 21:00:06,625,pickedup,Manufacturing,Manufacturing,Internal,0.5,5.21
500,363,2026-04-27 08:02:41,190,pickedup,Finance,Transport,Internal,0.5,1.58
356,379,2026-01-01 10:30:08,0,notpickedup,IT,Marketing,Internal,0.5,0.0
379,344,2026-06-28 01:27:03,1266,pickedup,Marketing,IT,Internal,0.5,10.55
437,456,2026-08-01 21:43:16,69,pickedup,Finance,Finance,Internal,0.5,0.57
366,360,2026-04-28 23:53:42,927,pickedup,Manufacturing,IT,Internal,0.5,7.72
400,348,2026-04-20 11:41:37,344,pickedup,Marketing,Manufacturing,Internal,0.5,2.87
349,421,2026-05-23 12:18:43,421,pickedup,Marketing,Finance,Internal,0.5,3.51
400,466,2026-01-27 20:26:07,1732,pickedup,Marketing,Transport,Internal,0.5,14.43
428,318,2026-03-28 01:09:07,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
475,444,2026-07-08 05:47:06,1625,pickedup,Finance,IT,Internal,0.5,13.54
348,475,2026-01-03 03:34:10,1800,pickedup,Manufacturing,Finance,Internal,0.5,15.0
327,444,2026-07-07 11:13:09,0,engaged,Transport,IT,Internal,0.5,0.0
437,307,2026-02-04 13:10:21,1377,pickedup,Finance,Transport,Internal,0.5,11.47
326,400,2026-02-01 18:58:19,1770,pickedup,Finance,Marketing,Internal,0.5,14.75
313,316,2026-08-09 06:44:18,1463,pickedup,Finance,Manufacturing,Internal,0.5,12.19
347,473,2026-06-18 22:52:07,1666,pickedup,Finance,Marketing,Internal,0.5,13.88
331,371,2026-01-07 11:27:15,0,engaged,Marketing,IT,Internal,0.5,0.0
382,380,2026-01-03 09:14:43,350,pickedup,Transport,Transport,Internal,0.5,2.92
439,447,2026-05-11 09:34:11,0,notpickedup,IT,Finance,Internal,0.5,0.0
384,496,2026-07-20 09:05:20,953,pickedup,IT,Transport,Internal,0.5,7.94
329,472,2026-02-22 05:13:04,707,pickedup,IT,Transport,Internal,0.5,5.89
440,466,2026-07-14 20:14:18,0,notpickedup,IT,Transport,Internal,0.5,0.0
402,495,2026-02-04 18:40:42,0,engaged,IT,Marketing,Internal,0.5,0.0
482,472,2026-07-15 22:21:48,190,pickedup,IT,Transport,Internal,0.5,1.58
396,314,2026-06-02 06:08:57,695,pickedup,Marketing,Marketing,Internal,0.5,5.79
307,479,2026-02-23 12:20:56,1139,pickedup,Transport,Manufacturing,Internal,0.5,9.49
326,412,2026-08-01 05:40:22,677,pickedup,Finance,Finance,Internal,0.5,5.64
500,356,2026-04-11 22:49:08,1716,pickedup,Finance,IT,Internal,0.5,14.3
450,471,2026-01-02 18:39:45,438,pickedup,Transport,IT,Internal,0.5,3.65
302,495,2026-02-09 05:11:54,442,pickedup,IT,Marketing,Internal,0.5,3.68
319,377,2026-01-08 15:00:27,57,pickedup,IT,Marketing,Internal,0.5,0.47
413,427,2026-05-23 07:50:51,92,pickedup,Transport,Manufacturing,Internal,0.5,0.77
340,413,2026-01-13 15:28:04,933,pickedup,IT,Transport,Internal,0.5,7.78
422,403,2026-02-08 03:45:23,702,pickedup,Transport,IT,Internal,0.5,5.85
360,437,2026-05-07 02:38:48,0,notpickedup,IT,Finance,Internal,0.5,0.0
351,326,2026-01-13 02:02:48,0,notpickedup,Manufacturing,Finance,Internal,0.5,0.0
302,500,2026-02-19 20:06:01,358,pickedup,IT,Finance,Internal,0.5,2.98
344,412,2026-02-20 02:14:56,0,notpickedup,IT,Finance,Internal,0.5,0.0
384,440,2026-02-09 22:16:33,1720,pickedup,IT,IT,Internal,0.5,14.33
455,403,2026-04-29 01:33:55,126,pickedup,IT,IT,Internal,0.5,1.05
494,382,2026-08-13 15:12:08,1749,pickedup,Transport,Transport,Internal,0.5,14.57
382,351,2026-07-12 16:45:36,1602,pickedup,Transport,Manufacturing,Internal,0.5,13.35
389,388,2026-07-17 12:07:11,934,pickedup,IT,Transport,Internal,0.5,7.78
366,360,2026-06-02 14:55:29,0,engaged,Manufacturing,IT,Internal,0.5,0.0
413,445,2026-06-19 22:10:32,0,notpickedup,Transport,IT,Internal,0.5,0.0
469,340,2026-01-20 00:27:11,0,notpickedup,Manufacturing,IT,Internal,0.5,0.0
320,471,2026-05-23 21:44:50,1742,pickedup,Manufacturing,IT,Internal,0.5,14.52
354,431,2026-06-03 02:19:43,990,pickedup,Marketing,Manufacturing,Internal,0.5,8.25
304,358,2026-02-14 15:41:01,0,notpickedup,IT,IT,Internal,0.5,0.0
396,476,2026-01-14 18:39:41,184,pickedup,Marketing,Marketing,Internal,0.5,1.53
455,447,2026-04-26 16:18:26,0,notpickedup,IT,Finance,Internal,0.5,0.0
335,473,2026-05-15 09:48:26,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
303,424,2026-07-22 17:45:37,0,engaged,Marketing,IT,Internal,0.5,0.0
472,319,2026-04-06 09:49:52,0,engaged,Transport,IT,Internal,0.5,0.0
459,439,2026-08-07 01:27:48,0,notpickedup,Marketing,IT,Internal,0.5,0.0
364,407,2026-06-20 14:53:21,255,pickedup,Manufacturing,Transport,Internal,0.5,2.12
390,445,2026-06-28 11:00:23,5,pickedup,Manufacturing,IT,Internal,0.5,0.04
307,439,2026-04-20 15:14:54,252,pickedup,Transport,IT,Internal,0.5,2.1
319,444,2026-03-18 10:00:15,883,pickedup,IT,IT,Internal,0.5,7.36
391,343,2026-02-06 20:25:27,1432,pickedup,Finance,Manufacturing,Internal,0.5,11.93
342,327,2026-04-22 14:01:02,0,engaged,Finance,Transport,Internal,0.5,0.0
481,440,2026-03-12 11:48:50,0,engaged,IT,IT,Internal,0.5,0.0
340,318,2026-04-03 18:27:28,604,pickedup,IT,Transport,Internal,0.5,5.03
491,473,2026-05-29 16:56:18,0,notpickedup,Manufacturing,Marketing,Internal,0.5,0.0
314,356,2026-03-10 15:22:34,654,pickedup,Marketing,IT,Internal,0.5,5.45
347,412,2026-02-01 15:23:36,0,notpickedup,Finance,Finance,Internal,0.5,0.0
371,426,2026-04-09 15:39:40,1075,pickedup,IT,Marketing,Internal,0.5,8.96
421,358,2026-01-16 03:59:20,0,engaged,Finance,IT,Internal,0.5,0.0
437,371,2026-05-06 07:29:51,0,notpickedup,Finance,IT,Internal,0.5,0.0
407,358,2026-02-23 07:20:47,1249,pickedup,Transport,IT,Internal,0.5,10.41
496,350,2026-06-06 05:26:00,0,engaged,Transport,Transport,Internal,0.5,0.0
400,392,2026-07-22 20:55:23,1585,pickedup,Marketing,Transport,Internal,0.5,13.21
371,368,2026-07-14 05:10:56,983,pickedup,IT,IT,Internal,0.5,8.19
319,342,2026-03-25 16:35:39,1294,pickedup,IT,Finance,Internal,0.5,10.78
395,313,2026-04-26 03:33:25,762,pickedup,Transport,Finance,Internal,0.5,6.35
491,347,2026-02-21 15:10:47,0,notpickedup,Manufacturing,Finance,Internal,0.5,0.0
408,424,2026-07-06 22:46:30,0,notpickedup,IT,IT,Internal,0.5,0.0
331,456,2026-06-07 11:05:05,1146,pickedup,Marketing,Finance,Internal,0.5,9.55
360,472,2026-04-16 16:34:20,959,pickedup,IT,Transport,Internal,0.5,7.99
431,400,2026-05-26 07:47:45,1732,pickedup,Manufacturing,Marketing,Internal,0.5,14.43
469,365,2026-02-17 17:04:44,406,pickedup,Manufacturing,Transport,Internal,0.5,3.38
431,395,2026-01-03 09:18:22,0,engaged,Manufacturing,Transport,Internal,0.5,0.0
343,303,2026-07-29 08:55:45,0,engaged,Manufacturing,Marketing,Internal,0.5,0.0
469,328,2026-04-12 02:53:21,1524,pickedup,Manufacturing,Transport,Internal,0.5,12.7
377,319,2026-07-31 03:31:05,909,pickedup,Marketing,IT,Internal,0.5,7.58
343,476,2026-03-01 15:10:51,577,pickedup,Manufacturing,Marketing,Internal,0.5,4.81
380,426,2026-01-15 21:35:30,456,pickedup,Transport,Marketing,Internal,0.5,3.8
455,349,2026-01-13 04:07:57,449,pickedup,IT,Marketing,Internal,0.5,3.74
408,392,2026-04-20 08:44:16,1587,pickedup,IT,Transport,Internal,0.5,13.22
349,428,2026-06-21 01:45:18,0,notpickedup,Marketing,Marketing,Internal,0.5,0.0
412,368,2026-04-07 22:59:29,0,notpickedup,Finance,IT,Internal,0.5,0.0
413,319,2026-06-05 15:25:10,993,pickedup,Transport,IT,Internal,0.5,8.28
444,314,2026-02-14 17:29:45,1211,pickedup,IT,Marketing,Internal,0.5,10.09
494,353,2026-04-11 01:32:58,934,pickedup,Transport,Finance,Internal,0.5,7.78
473,327,2026-01-16 16:45:05,0,notpickedup,Marketing,Transport,Internal,0.5,0.0
439,481,2026-06-13 22:49:03,1670,pickedup,IT,IT,Internal,0.5,13.92
360,365,2026-01-15 18:34:19,1226,pickedup,IT,Transport,Internal,0.5,10.22
495,304,2026-04-17 01:47:00,768,pickedup,Marketing,IT,Internal,0.5,6.4
403,332,2026-01-24 10:07:04,131,pickedup,IT,Marketing,Internal,0.5,1.09
377,391,2026-07-10 17:21:16,1769,pickedup,Marketing,Finance,Internal,0.5,14.74
469,489,2026-07-21 06:32:00,574,pickedup,Manufacturing,Finance,Internal,0.5,4.78
401,443,2026-03-06 08:18:56,257,pickedup,Marketing,Marketing,Internal,0.5,2.14
426,371,2026-01-13 03:50:45,590,pickedup,Marketing,IT,Internal,0.5,4.92
482,426,2026-04-18 21:34:50,454,pickedup,IT,Marketing,Internal,0.5,3.78
354,377,2026-05-24 09:19:06,0,notpickedup,Marketing,Marketing,Internal,0.5,0.0
389,391,2026-07-28 03:50:25,0,engaged,IT,Finance,Internal,0.5,0.0
489,329,2026-01-10 16:24:50,920,pickedup,Finance,IT,Internal,0.5,7.67
390,394,2026-02-24 00:05:41,0,engaged,Manufacturing,Manufacturing,Internal,0.5,0.0
304,384,2026-02-19 01:10:42,1129,pickedup,IT,IT,Internal,0.5,9.41
408,371,2026-02-25 05:47:51,577,pickedup,IT,IT,Internal,0.5,4.81
440,332,2026-06-27 09:54:48,233,pickedup,IT,Marketing,Internal,0.5,1.94
472,356,2026-06-30 13:55:01,892,pickedup,Transport,IT,Internal,0.5,7.43
396,402,2026-05-24 18:55:15,0,notpickedup,Marketing,IT,Internal,0.5,0.0
494,445,2026-02-17 07:29:35,0,notpickedup,Transport,IT,Internal,0.5,0.0
431,350,2026-03-08 10:53:35,404,pickedup,Manufacturing,Transport,Internal,0.5,3.37
401,326,2026-05-05 22:06:12,0,notpickedup,Marketing,Finance,Internal,0.5,0.0
421,479,2026-05-24 15:35:02,0,notpickedup,Finance,Manufacturing,Internal,0.5,0.0
335,302,2026-08-09 14:23:03,0,notpickedup,Manufacturing,IT,Internal,0.5,0.0
447,314,2026-05-28 02:07:25,466,pickedup,Finance,Marketing,Internal,0.5,3.88
396,447,2026-07-17 20:56:43,262,pickedup,Marketing,Finance,Internal,0.5,2.18
444,413,2026-06-13 10:39:03,1646,pickedup,IT,Transport,Internal,0.5,13.72
339,479,2026-02-11 11:19:47,807,pickedup,Marketing,Manufacturing,Internal,0.5,6.72
362,344,2026-01-07 21:00:51,1585,pickedup,Transport,IT,Internal,0.5,13.21
318,304,2026-05-13 12:35:02,422,pickedup,Transport,IT,Internal,0.5,3.52
396,416,2026-02-23 13:40:24,0,notpickedup,Marketing,Finance,Internal,0.5,0.0
481,360,2026-07-26 18:21:07,0,notpickedup,IT,IT,Internal,0.5,0.0
374,473,2026-02-10 18:34:44,923,pickedup,Finance,Marketing,Internal,0.5,7.69
388,481,2026-03-27 19:15:12,762,pickedup,Transport,IT,Internal,0.5,6.35
371,403,2026-06-30 13:37:29,0,notpickedup,IT,IT,Internal,0.5,0.0
440,392,2026-02-26 03:24:42,1155,pickedup,IT,Transport,Internal,0.5,9.62
500,365,2026-03-04 19:07:22,656,pickedup,Finance,Transport,Internal,0.5,5.47
358,466,2026-02-22 19:15:01,434,pickedup,IT,Transport,Internal,0.5,3.62
473,396,2026-05-25 03:09:33,0,engaged,Marketing,Marketing,Internal,0.5,0.0
384,390,2026-01-21 19:40:10,1787,pickedup,IT,Manufacturing,Internal,0.5,14.89
444,319,2026-05-02 01:51:41,1520,pickedup,IT,IT,Internal,0.5,12.67
426,366,2026-08-09 00:46:18,455,pickedup,Marketing,Manufacturing,Internal,0.5,3.79
471,327,2026-05-13 12:15:01,0,notpickedup,IT,Transport,Internal,0.5,0.0
382,368,2026-01-06 17:24:58,0,notpickedup,Transport,IT,Internal,0.5,0.0
395,390,2026-03-17 03:41:21,884,pickedup,Transport,Manufacturing,Internal,0.5,7.37
431,354,2026-01-27 17:53:31,217,pickedup,Manufacturing,Marketing,Internal,0.5,1.81
327,424,2026-08-04 04:35:06,38,pickedup,Transport,IT,Internal,0.5,0.32
358,329,2026-02-23 14:33:24,1320,pickedup,IT,IT,Internal,0.5,11.0
437,349,2026-02-15 16:40:46,0,engaged,Finance,Marketing,Internal,0.5,0.0
447,332,2026-01-30 23:35:45,549,pickedup,Finance,Marketing,Internal,0.5,4.58
377,302,2026-07-25 18:16:19,0,notpickedup,Marketing,IT,Internal,0.5,0.0
342,473,2026-03-12 04:40:04,0,notpickedup,Finance,Marketing,Internal,0.5,0.0
482,443,2026-07-26 19:41:59,994,pickedup,IT,Marketing,Internal,0.5,8.28
327,316,2026-08-12 23:19:45,1089,pickedup,Transport,Manufacturing,Internal,0.5,9.07
329,445,2026-01-06 21:05:26,1311,pickedup,IT,IT,Internal,0.5,10.93
326,472,2026-03-19 09:49:04,0,notpickedup,Finance,Transport,Internal,0.5,0.0
382,327,2026-04-29 23:42:48,668,pickedup,Transport,Transport,Internal,0.5,5.57
394,390,2026-07-28 14:14:27,85,pickedup,Manufacturing,Manufacturing,Internal,0.5,0.71
318,391,2026-07-14 15:11:59,0,notpickedup,Transport,Finance,Internal,0.5,0.0
500,351,2026-01-30 01:28:28,1700,pickedup,Finance,Manufacturing,Internal,0.5,14.17
482,371,2026-03-10 03:55:13,364,pickedup,IT,IT,Internal,0.5,3.03
459,388,2026-04-19 15:12:46,1745,pickedup,Marketing,Transport,Internal,0.5,14.54
479,340,2026-06-24 04:27:57,21,pickedup,Manufacturing,IT,Internal,0.5,0.17
430,479,2026-06-05 04:45:33,1122,pickedup,IT,Manufacturing,Internal,0.5,9.35
482,366,2026-06-24 08:01:57,0,notpickedup,IT,Manufacturing,Internal,0.5,0.0
326,469,2026-01-14 21:24:10,624,pickedup,Finance,Manufacturing,Internal,0.5,5.2
335,328,2026-01-28 00:20:44,1763,pickedup,Manufacturing,Transport,Internal,0.5,14.69
413,427,2026-05-18 06:50:25,0,notpickedup,Transport,Manufacturing,Internal,0.5,0.0
439,365,2026-04-14 19:52:32,0,engaged,IT,Transport,Internal,0.5,0.0
421,500,2026-05-20 15:20:34,1675,pickedup,Finance,Finance,Internal,0.5,13.96
450,481,2026-07-01 05:19:58,0,notpickedup,Transport,IT,Internal,0.5,0.0
475,400,2026-08-12 11:43:30,807,pickedup,Finance,Marketing,Internal,0.5,6.72
318,482,2026-05-12 11:18:44,813,pickedup,Transport,IT,Internal,0.5,6.78
328,389,2026-04-13 16:45:21,19,pickedup,Transport,IT,Internal,0.5,0.16
350,332,2026-08-13 16:41:12,0,notpickedup,Transport,Marketing,Internal,0.5,0.0
337,466,2026-07-21 12:18:21,1219,pickedup,Transport,Transport,Internal,0.5,10.16
416,314,2026-03-27 11:50:43,271,pickedup,Finance,Marketing,Internal,0.5,2.26
416,377,2026-07-28 20:18:14,0,notpickedup,Finance,Marketing,Internal,0.5,0.0
363,423,2026-04-18 09:52:06,922,pickedup,Transport,Manufacturing,Internal,0.5,7.68
344,319,2026-07-05 22:11:43,0,notpickedup,IT,IT,Internal,0.5,0.0
422,320,2026-06-03 22:36:47,1444,pickedup,Transport,Manufacturing,Internal,0.5,12.03
327,328,2026-05-28 22:02:48,1396,pickedup,Transport,Transport,Internal,0.5,11.63
331,379,2026-05-05 23:45:22,229,pickedup,Marketing,Marketing,Internal,0.5,1.91
356,353,2026-04-07 22:16:24,0,engaged,IT,Finance,Internal,0.5,0.0
331,469,2026-03-04 11:27:06,0,notpickedup,Marketing,Manufacturing,Internal,0.5,0.0
353,347,2026-04-08 19:52:27,1719,pickedup,Finance,Finance,Internal,0.5,14.32
365,331,2026-03-05 06:06:00,1359,pickedup,Transport,Marketing,Internal,0.5,11.32
302,496,2026-08-02 11:32:24,0,notpickedup,IT,Transport,Internal,0.5,0.0
500,382,2026-07-02 01:16:19,222,pickedup,Finance,Transport,Internal,0.5,1.85
389,332,2026-07-19 17:58:02,0,engaged,IT,Marketing,Internal,0.5,0.0
413,444,2026-07-13 03:40:15,417,pickedup,Transport,IT,Internal,0.5,3.48
427,335,2026-06-03 03:59:29,0,engaged,Manufacturing,Manufacturing,Internal,0.5,0.0
380,455,2026-04-01 16:50:22,1349,pickedup,Transport,IT,Internal,0.5,11.24
459,388,2026-07-31 17:57:49,0,engaged,Marketing,Transport,Internal,0.5,0.0
364,422,2026-08-10 08:14:41,1075,pickedup,Manufacturing,Transport,Internal,0.5,8.96
380,424,2026-04-27 22:42:10,1158,pickedup,Transport,IT,Internal,0.5,9.65
403,366,2026-01-06 05:04:23,0,engaged,IT,Manufacturing,Internal,0.5,0.0
437,400,2026-03-08 18:58:07,0,notpickedup,Finance,Marketing,Internal,0.5,0.0
495,456,2026-03-10 06:36:58,0,notpickedup,Marketing,Finance,Internal,0.5,0.0
326,337,2026-07-27 08:21:22,23,pickedup,Finance,Transport,Internal,0.5,0.19
491,304,2026-05-05 02:38:15,1441,pickedup,Manufacturing,IT,Internal,0.5,12.01
431,316,2026-07-10 16:57:58,0,notpickedup,Manufacturing,Manufacturing,Internal,0.5,0.0
389,500,2026-06-05 11:04:49,0,engaged,IT,Finance,Internal,0.5,0.0
335,479,2026-07-06 15:28:49,0,engaged,Manufacturing,Manufacturing,Internal,0.5,0.0
335,412,2026-06-22 01:20:16,426,pickedup,Manufacturing,Finance,Internal,0.5,3.55
363,482,2026-08-03 15:58:11,986,pickedup,Transport,IT,Internal,0.5,8.22
368,332,2026-03-25 23:04:00,856,pickedup,IT,Marketing,Internal,0.5,7.13
313,374,2026-08-07 14:18:49,624,pickedup,Finance,Finance,Internal,0.5,5.2
377,424,2026-03-29 05:13:27,1404,pickedup,Marketing,IT,Internal,0.5,11.7
412,347,2026-03-10 09:27:22,1223,pickedup,Finance,Finance,Internal,0.5,10.19
350,421,2026-01-09 18:34:04,142,pickedup,Transport,Finance,Internal,0.5,1.18
343,401,2026-02-27 16:12:59,1571,pickedup,Manufacturing,Marketing,Internal,0.5,13.09
349,339,2026-02-22 12:58:50,0,engaged,Marketing,Marketing,Internal,0.5,0.0
402,413,2026-05-28 01:16:53,0,notpickedup,IT,Transport,Internal,0.5,0.0
350,428,2026-02-19 02:20:51,436,pickedup,Transport,Marketing,Internal,0.5,3.63
351,350,2026-02-23 08:56:40,1456,pickedup,Manufacturing,Transport,Internal,0.5,12.13
422,360,2026-03-23 06:43:56,492,pickedup,Transport,IT,Internal,0.5,4.1
364,447,2026-07-16 16:29:54,0,notpickedup,Manufacturing,Finance,Internal,0.5,0.0
364,466,2026-07-28 13:31:18,1610,pickedup,Manufacturing,Transport,Internal,0.5,13.42
439,356,2026-04-08 07:27:25,703,pickedup,IT,IT,Internal,0.5,5.86
412,374,2026-04-03 11:26:14,0,notpickedup,Finance,Finance,Internal,0.5,0.0
476,331,2026-02-03 00:53:13,1354,pickedup,Marketing,Marketing,Internal,0.5,11.28
351,390,2026-05-28 19:42:19,959,pickedup,Manufacturing,Manufacturing,Internal,0.5,7.99
351,348,2026-02-26 21:25:05,727,pickedup,Manufacturing,Manufacturing,Internal,0.5,6.06
395,494,2026-05-14 20:55:43,1561,pickedup,Transport,Transport,Internal,0.5,13.01
357,365,2026-05-20 11:13:54,448,pickedup,Manufacturing,Transport,Internal,0.5,3.73
431,358,2026-05-29 02:13:56,19,pickedup,Manufacturing,IT,Internal,0.5,0.16
430,313,2026-01-03 12:14:12,0,engaged,IT,Finance,Internal,0.5,0.0
473,388,2026-01-03 16:19:40,1356,pickedup,Marketing,Transport,Internal,0.5,11.3
408,469,2026-05-03 21:12:20,0,engaged,IT,Manufacturing,Internal,0.5,0.0
366,391,2026-07-27 01:31:52,671,pickedup,Manufacturing,Finance,Internal,0.5,5.59
351,371,2026-05-18 11:21:31,1033,pickedup,Manufacturing,IT,Internal,0.5,8.61
339,379,2026-02-07 00:29:16,1762,pickedup,Marketing,Marketing,Internal,0.5,14.68
450,349,2026-07-09 14:31:37,416,pickedup,Transport,Marketing,Internal,0.5,3.47
360,382,2026-05-12 02:09:14,1224,pickedup,IT,Transport,Internal,0.5,10.2
407,302,2026-03-24 14:49:17,1109,pickedup,Transport,IT,Internal,0.5,9.24
439,424,2026-04-27 02:50:37,0,engaged,IT,IT,Internal,0.5,0.0
401,437,2026-04-03 17:47:51,612,pickedup,Marketing,Finance,Internal,0.5,5.1
302,401,2026-01-21 02:17:53,648,pickedup,IT,Marketing,Internal,0.5,5.4
344,313,2026-07-12 09:55:55,295,pickedup,IT,Finance,Internal,0.5,2.46
335,326,2026-01-15 15:06:39,0,engaged,Manufacturing,Finance,Internal,0.5,0.0
469,475,2026-05-03 19:50:33,1123,pickedup,Manufacturing,Finance,Internal,0.5,9.36
356,500,2026-05-11 03:34:01,1629,pickedup,IT,Finance,Internal,0.5,13.57
447,347,2026-05-07 05:21:07,464,pickedup,Finance,Finance,Internal,0.5,3.87
368,351,2026-01-25 07:34:21,120,pickedup,IT,Manufacturing,Internal,0.5,1.0
431,421,2026-04-13 00:50:40,1717,pickedup,Manufacturing,Finance,Internal,0.5,14.31
472,431,2026-02-21 15:50:21,1712,pickedup,Transport,Manufacturing,Internal,0.5,14.27
450,335,2026-02-16 10:09:51,892,pickedup,Transport,Manufacturing,Internal,0.5,7.43
437,368,2026-08-04 23:15:11,132,pickedup,Finance,IT,Internal,0.5,1.1
402,379,2026-03-06 02:36:03,0,notpickedup,IT,Marketing,Internal,0.5,0.0
444,319,2026-06-04 20:53:23,1094,pickedup,IT,IT,Internal,0.5,9.12
374,496,2026-04-30 10:58:22,1314,pickedup,Finance,Transport,Internal,0.5,10.95
353,422,2026-06-30 00:28:08,0,engaged,Finance,Transport,Internal,0.5,0.0
495,396,2026-08-10 01:24:45,574,pickedup,Marketing,Marketing,Internal,0.5,4.78
416,384,2026-07-31 19:42:46,1400,pickedup,Finance,IT,Internal,0.5,11.67
479,450,2026-03-09 13:42:52,556,pickedup,Manufacturing,Transport,Internal,0.5,4.63
394,423,2026-03-29 15:58:02,0,engaged,Manufacturing,Manufacturing,Internal,0.5,0.0
377,349,2026-04-15 15:04:38,1714,pickedup,Marketing,Marketing,Internal,0.5,14.28
377,494,2026-05-19 04:21:31,213,pickedup,Marketing,Transport,Internal,0.5,1.77
447,314,2026-04-24 03:22:22,527,pickedup,Finance,Marketing,Internal,0.5,4.39
320,362,2026-06-27 16:13:23,502,pickedup,Manufacturing,Transport,Internal,0.5,4.18
335,500,2026-03-15 16:18:27,0,engaged,Manufacturing,Finance,Internal,0.5,0.0
314,437,2026-05-18 02:46:00,1009,pickedup,Marketing,Finance,Internal,0.5,8.41
500,358,2026-08-10 11:19:37,0,engaged,Finance,IT,Internal,0.5,0.0
374,471,2026-08-13 07:00:12,0,notpickedup,Finance,IT,Internal,0.5,0.0
377,491,2026-06-27 10:57:01,322,pickedup,Marketing,Manufacturing,Internal,0.5,2.68
360,394,2026-08-12 00:03:46,0,engaged,IT,Manufacturing,Internal,0.5,0.0
391,496,2026-07-02 05:24:33,0,engaged,Finance,Transport,Internal,0.5,0.0
343,455,2026-07-01 00:18:43,1615,pickedup,Manufacturing,IT,Internal,0.5,13.46
479,326,2026-02-13 23:35:09,712,pickedup,Manufacturing,Finance,Internal,0.5,5.93
472,391,2026-01-22 05:22:54,0,notpickedup,Transport,Finance,Internal,0.5,0.0
332,427,2026-04-05 07:50:30,1320,pickedup,Marketing,Manufacturing,Internal,0.5,11.0
422,350,2026-05-17 04:17:08,0,notpickedup,Transport,Transport,Internal,0.5,0.0
466,347,2026-04-30 22:16:37,0,engaged,Transport,Finance,Internal,0.5,0.0
337,304,2026-08-04 15:20:39,0,notpickedup,Transport,IT,Internal,0.5,0.0
426,319,2026-02-21 19:20:56,126,pickedup,Marketing,IT,Internal,0.5,1.05
396,392,2026-03-23 19:53:01,0,engaged,Marketing,Transport,Internal,0.5,0.0
437,428,2026-03-11 11:51:21,999,pickedup,Finance,Marketing,Internal,0.5,8.32
456,307,2026-01-15 03:51:00,1334,pickedup,Finance,Transport,Internal,0.5,11.12
472,445,2026-04-13 12:45:25,1435,pickedup,Transport,IT,Internal,0.5,11.96
349,422,2026-07-12 21:26:43,819,pickedup,Marketing,Transport,Internal,0.5,6.83
347,351,2026-01-15 04:44:39,1708,pickedup,Finance,Manufacturing,Internal,0.5,14.23
347,395,2026-03-01 23:45:23,0,notpickedup,Finance,Transport,Internal,0.5,0.0
326,431,2026-08-03 05:03:31,238,pickedup,Finance,Manufacturing,Internal,0.5,1.98
377,347,2026-05-03 12:10:17,1140,pickedup,Marketing,Finance,Internal,0.5,9.5
331,494,2026-06-14 07:45:23,774,pickedup,Marketing,Transport,Internal,0.5,6.45
339,450,2026-04-01 09:30:51,502,pickedup,Marketing,Transport,Internal,0.5,4.18
412,423,2026-07-24 17:10:05,1768,pickedup,Finance,Manufacturing,Internal,0.5,14.73
335,401,2026-02-01 04:26:30,51,pickedup,Manufacturing,Marketing,Internal,0.5,0.42
313,500,2026-07-27 00:46:17,476,pickedup,Finance,Finance,Internal,0.5,3.97
439,473,2026-05-13 18:43:04,1518,pickedup,IT,Marketing,Internal,0.5,12.65
423,408,2026-06-17 21:26:36,0,notpickedup,Manufacturing,IT,Internal,0.5,0.0
351,368,2026-02-20 22:53:54,1640,pickedup,Manufacturing,IT,Internal,0.5,13.67
351,342,2026-06-21 16:53:05,0,notpickedup,Manufacturing,Finance,Internal,0.5,0.0
403,343,2026-05-14 03:52:38,333,pickedup,IT,Manufacturing,Internal,0.5,2.77
426,402,2026-08-02 04:58:20,667,pickedup,Marketing,IT,Internal,0.5,5.56
335,395,2026-06-18 04:31:33,0,notpickedup,Manufacturing,Transport,Internal,0.5,0.0
303,431,2026-06-07 04:34:17,167,pickedup,Marketing,Manufacturing,Internal,0.5,1.39
360,342,2026-03-18 23:25:49,1262,pickedup,IT,Finance,Internal,0.5,10.52
348,408,2026-03-04 06:51:20,1752,pickedup,Manufacturing,IT,Internal,0.5,14.6
362,337,2026-04-07 02:02:54,537,pickedup,Transport,Transport,Internal,0.5,4.47
331,421,2026-02-03 23:40:00,0,engaged,Marketing,Finance,Internal,0.5,0.0
469,421,2026-02-18 10:48:32,0,engaged,Manufacturing,Finance,Internal,0.5,0.0
471,440,2026-07-13 08:38:57,1512,pickedup,IT,IT,Internal,0.5,12.6
496,320,2026-05-08 09:14:15,347,pickedup,Transport,Manufacturing,Internal,0.5,2.89
396,363,2026-04-22 20:34:59,151,pickedup,Marketing,Transport,Internal,0.5,1.26
353,437,2026-04-07 18:33:59,892,pickedup,Finance,Finance,Internal,0.5,7.43
380,353,2026-02-10 03:08:52,635,pickedup,Transport,Finance,Internal,0.5,5.29
362,382,2026-03-14 04:39:44,892,pickedup,Transport,Transport,Internal,0.5,7.43
371,482,2026-05-05 08:14:05,1194,pickedup,IT,IT,Internal,0.5,9.95
368,377,2026-01-09 16:14:11,0,engaged,IT,Marketing,Internal,0.5,0.0
344,489,2026-03-06 02:44:13,1626,pickedup,IT,Finance,Internal,0.5,13.55
